period,region,mean_value
1998,Vaals,84.0
1999,Vaals,85.0
2000,Vaals,85.0
2001,Vaals,118.0
2002,Vaals,118.0
2003,Vaals,119.0
2004,Vaals,119.0
2005,Vaals,144.0
2006,Vaals,144.0
2007,Vaals,155.0
2008,Vaals,161.0
2009,Vaals,163.0
2010,Vaals,161.0
2011,Vaals,158.0
2012,Vaals,155.0
2013,Vaals,151.0
2014,Vaals,143.0
2015,Vaals,141.0
2016,Vaals,147.0
2017,Vaals,147.0
2018**,Vaals,153.0
2019*,Vaals,155.0
2020*,Vaals,167.0
1997,Valburg,105.0
1998,Valburg,102.0
1999,Valburg,103.0
2000,Valburg,103.0
2001,Valburg,
2002,Valburg,
2003,Valburg,
2004,Valburg,
2005,Valburg,
2006,Valburg,
2007,Valburg,
2008,Valburg,
2009,Valburg,
2010,Valburg,
2011,Valburg,
2012,Valburg,
2013,Valburg,
2014,Valburg,
2015,Valburg,
2016,Valburg,
2017,Valburg,
2018**,Valburg,
2019*,Valburg,
2020*,Valburg,
1997,Valkenburg (ZH.),101.0
1998,Valkenburg (ZH.),102.0
1999,Valkenburg (ZH.),98.0
2000,Valkenburg (ZH.),100.0
2001,Valkenburg (ZH.),146.0
2002,Valkenburg (ZH.),
2003,Valkenburg (ZH.),
2004,Valkenburg (ZH.),
2005,Valkenburg (ZH.),
2006,Valkenburg (ZH.),
2007,Valkenburg (ZH.),
2008,Valkenburg (ZH.),
2009,Valkenburg (ZH.),
2010,Valkenburg (ZH.),
2011,Valkenburg (ZH.),
2012,Valkenburg (ZH.),
2013,Valkenburg (ZH.),
2014,Valkenburg (ZH.),
2015,Valkenburg (ZH.),
2016,Valkenburg (ZH.),
2017,Valkenburg (ZH.),
2018**,Valkenburg (ZH.),
2019*,Valkenburg (ZH.),
2020*,Valkenburg (ZH.),
1997,Valkenburg aan de Geul,96.0
1998,Valkenburg aan de Geul,95.0
1999,Valkenburg aan de Geul,96.0
2000,Valkenburg aan de Geul,96.0
2001,Valkenburg aan de Geul,154.0
2002,Valkenburg aan de Geul,154.0
2003,Valkenburg aan de Geul,155.0
2004,Valkenburg aan de Geul,156.0
2005,Valkenburg aan de Geul,205.0
2006,Valkenburg aan de Geul,203.0
2007,Valkenburg aan de Geul,223.0
2008,Valkenburg aan de Geul,236.0
2009,Valkenburg aan de Geul,241.0
2010,Valkenburg aan de Geul,237.0
2011,Valkenburg aan de Geul,226.0
2012,Valkenburg aan de Geul,221.0
2013,Valkenburg aan de Geul,213.0
2014,Valkenburg aan de Geul,201.0
2015,Valkenburg aan de Geul,193.0
2016,Valkenburg aan de Geul,194.0
2017,Valkenburg aan de Geul,195.0
2018**,Valkenburg aan de Geul,200.0
2019*,Valkenburg aan de Geul,215.0
2020*,Valkenburg aan de Geul,231.0
1997,Valkenswaard,85.0
1998,Valkenswaard,86.0
1999,Valkenswaard,86.0
2000,Valkenswaard,86.0
2001,Valkenswaard,163.0
2002,Valkenswaard,164.0
2003,Valkenswaard,164.0
2004,Valkenswaard,165.0
2005,Valkenswaard,238.0
2006,Valkenswaard,238.0
2007,Valkenswaard,254.0
2008,Valkenswaard,272.0
2009,Valkenswaard,284.0
2010,Valkenswaard,283.0
2011,Valkenswaard,272.0
2012,Valkenswaard,268.0
2013,Valkenswaard,255.0
2014,Valkenswaard,243.0
2015,Valkenswaard,236.0
2016,Valkenswaard,240.0
2017,Valkenswaard,243.0
2018**,Valkenswaard,252.0
2019*,Valkenswaard,264.0
2020*,Valkenswaard,281.0
1997,Veendam,61.0
1998,Veendam,62.0
1999,Veendam,62.0
2000,Veendam,63.0
2001,Veendam,87.0
2002,Veendam,88.0
2003,Veendam,89.0
2004,Veendam,90.0
2005,Veendam,134.0
2006,Veendam,135.0
2007,Veendam,144.0
2008,Veendam,154.0
2009,Veendam,158.0
2010,Veendam,158.0
2011,Veendam,157.0
2012,Veendam,155.0
2013,Veendam,149.0
2014,Veendam,142.0
2015,Veendam,141.0
2016,Veendam,141.0
2017,Veendam,139.0
2018**,Veendam,140.0
2019*,Veendam,144.0
2020*,Veendam,151.0
1997,Veenendaal,89.0
1998,Veenendaal,89.0
1999,Veenendaal,89.0
2000,Veenendaal,90.0
2001,Veenendaal,140.0
2002,Veenendaal,141.0
2003,Veenendaal,141.0
2004,Veenendaal,141.0
2005,Veenendaal,207.0
2006,Veenendaal,208.0
2007,Veenendaal,223.0
2008,Veenendaal,236.0
2009,Veenendaal,245.0
2010,Veenendaal,251.0
2011,Veenendaal,243.0
2012,Veenendaal,239.0
2013,Veenendaal,224.0
2014,Veenendaal,210.0
2015,Veenendaal,201.0
2016,Veenendaal,205.0
2017,Veenendaal,208.0
2018**,Veenendaal,218.0
2019*,Veenendaal,234.0
2020*,Veenendaal,254.0
1997,Veere,89.0
1998,Veere,90.0
1999,Veere,90.0
2000,Veere,92.0
2001,Veere,130.0
2002,Veere,131.0
2003,Veere,133.0
2004,Veere,134.0
2005,Veere,207.0
2006,Veere,208.0
2007,Veere,248.0
2008,Veere,271.0
2009,Veere,277.0
2010,Veere,279.0
2011,Veere,280.0
2012,Veere,275.0
2013,Veere,269.0
2014,Veere,261.0
2015,Veere,258.0
2016,Veere,257.0
2017,Veere,261.0
2018**,Veere,266.0
2019*,Veere,282.0
2020*,Veere,297.0
1997,Veghel,101.0
1998,Veghel,101.0
1999,Veghel,101.0
2000,Veghel,101.0
2001,Veghel,149.0
2002,Veghel,153.0
2003,Veghel,153.0
2004,Veghel,156.0
2005,Veghel,258.0
2006,Veghel,258.0
2007,Veghel,273.0
2008,Veghel,292.0
2009,Veghel,300.0
2010,Veghel,305.0
2011,Veghel,301.0
2012,Veghel,283.0
2013,Veghel,269.0
2014,Veghel,248.0
2015,Veghel,235.0
2016,Veghel,228.0
2017,Veghel,
2018**,Veghel,
2019*,Veghel,
2020*,Veghel,
1997,Veldhoven,90.0
1998,Veldhoven,89.0
1999,Veldhoven,90.0
2000,Veldhoven,90.0
2001,Veldhoven,165.0
2002,Veldhoven,165.0
2003,Veldhoven,165.0
2004,Veldhoven,167.0
2005,Veldhoven,245.0
2006,Veldhoven,245.0
2007,Veldhoven,257.0
2008,Veldhoven,272.0
2009,Veldhoven,283.0
2010,Veldhoven,292.0
2011,Veldhoven,284.0
2012,Veldhoven,279.0
2013,Veldhoven,267.0
2014,Veldhoven,254.0
2015,Veldhoven,246.0
2016,Veldhoven,251.0
2017,Veldhoven,262.0
2018**,Veldhoven,278.0
2019*,Veldhoven,301.0
2020*,Veldhoven,324.0
1997,Velsen,85.0
1998,Velsen,86.0
1999,Velsen,86.0
2000,Velsen,87.0
2001,Velsen,133.0
2002,Velsen,134.0
2003,Velsen,134.0
2004,Velsen,135.0
2005,Velsen,212.0
2006,Velsen,214.0
2007,Velsen,229.0
2008,Velsen,240.0
2009,Velsen,249.0
2010,Velsen,251.0
2011,Velsen,245.0
2012,Velsen,240.0
2013,Velsen,231.0
2014,Velsen,220.0
2015,Velsen,212.0
2016,Velsen,218.0
2017,Velsen,227.0
2018**,Velsen,243.0
2019*,Velsen,266.0
2020*,Velsen,288.0
1997,Venhuizen,81.0
1998,Venhuizen,81.0
1999,Venhuizen,83.0
2000,Venhuizen,83.0
2001,Venhuizen,157.0
2002,Venhuizen,
2003,Venhuizen,
2004,Venhuizen,
2005,Venhuizen,
2006,Venhuizen,
2007,Venhuizen,
2008,Venhuizen,
2009,Venhuizen,
2010,Venhuizen,
2011,Venhuizen,
2012,Venhuizen,
2013,Venhuizen,
2014,Venhuizen,
2015,Venhuizen,
2016,Venhuizen,
2017,Venhuizen,
2018**,Venhuizen,
2019*,Venhuizen,
2020*,Venhuizen,
1997,Venlo,61.0
1998,Venlo,61.0
1999,Venlo,61.0
2000,Venlo,63.0
2001,Venlo,116.0
2002,Venlo,117.0
2003,Venlo,117.0
2004,Venlo,118.0
2005,Venlo,160.0
2006,Venlo,160.0
2007,Venlo,195.0
2008,Venlo,193.0
2009,Venlo,195.0
2010,Venlo,200.0
2011,Venlo,194.0
2012,Venlo,188.0
2013,Venlo,182.0
2014,Venlo,176.0
2015,Venlo,170.0
2016,Venlo,175.0
2017,Venlo,177.0
2018**,Venlo,188.0
2019*,Venlo,197.0
2020*,Venlo,213.0
1997,Venray,72.0
1998,Venray,72.0
1999,Venray,73.0
2000,Venray,74.0
2001,Venray,138.0
2002,Venray,139.0
2003,Venray,140.0
2004,Venray,141.0
2005,Venray,200.0
2006,Venray,202.0
2007,Venray,216.0
2008,Venray,233.0
2009,Venray,236.0
2010,Venray,240.0
2011,Venray,234.0
2012,Venray,228.0
2013,Venray,223.0
2014,Venray,213.0
2015,Venray,207.0
2016,Venray,204.0
2017,Venray,238.0
2018**,Venray,216.0
2019*,Venray,222.0
2020*,Venray,235.0
1997,Vianen,82.0
1998,Vianen,83.0
1999,Vianen,83.0
2000,Vianen,83.0
2001,Vianen,143.0
2002,Vianen,145.0
2003,Vianen,138.0
2004,Vianen,138.0
2005,Vianen,204.0
2006,Vianen,204.0
2007,Vianen,218.0
2008,Vianen,234.0
2009,Vianen,239.0
2010,Vianen,242.0
2011,Vianen,240.0
2012,Vianen,236.0
2013,Vianen,228.0
2014,Vianen,218.0
2015,Vianen,212.0
2016,Vianen,212.0
2017,Vianen,219.0
2018**,Vianen,229.0
2019*,Vianen,
2020*,Vianen,
1997,Vierlingsbeek,104.0
1998,Vierlingsbeek,
1999,Vierlingsbeek,
2000,Vierlingsbeek,
2001,Vierlingsbeek,
2002,Vierlingsbeek,
2003,Vierlingsbeek,
2004,Vierlingsbeek,
2005,Vierlingsbeek,
2006,Vierlingsbeek,
2007,Vierlingsbeek,
2008,Vierlingsbeek,
2009,Vierlingsbeek,
2010,Vierlingsbeek,
2011,Vierlingsbeek,
2012,Vierlingsbeek,
2013,Vierlingsbeek,
2014,Vierlingsbeek,
2015,Vierlingsbeek,
2016,Vierlingsbeek,
2017,Vierlingsbeek,
2018**,Vierlingsbeek,
2019*,Vierlingsbeek,
2020*,Vierlingsbeek,
1997,Vijfheerenlanden,
1998,Vijfheerenlanden,
1999,Vijfheerenlanden,
2000,Vijfheerenlanden,
2001,Vijfheerenlanden,
2002,Vijfheerenlanden,
2003,Vijfheerenlanden,
2004,Vijfheerenlanden,
2005,Vijfheerenlanden,
2006,Vijfheerenlanden,
2007,Vijfheerenlanden,
2008,Vijfheerenlanden,
2009,Vijfheerenlanden,
2010,Vijfheerenlanden,
2011,Vijfheerenlanden,
2012,Vijfheerenlanden,
2013,Vijfheerenlanden,
2014,Vijfheerenlanden,
2015,Vijfheerenlanden,
2016,Vijfheerenlanden,
2017,Vijfheerenlanden,
2018**,Vijfheerenlanden,
2019*,Vijfheerenlanden,242.0
2020*,Vijfheerenlanden,256.0
1997,Vlaardingen,62.0
1998,Vlaardingen,62.0
1999,Vlaardingen,63.0
2000,Vlaardingen,63.0
2001,Vlaardingen,98.0
2002,Vlaardingen,99.0
2003,Vlaardingen,99.0
2004,Vlaardingen,99.0
2005,Vlaardingen,152.0
2006,Vlaardingen,153.0
2007,Vlaardingen,166.0
2008,Vlaardingen,173.0
2009,Vlaardingen,178.0
2010,Vlaardingen,180.0
2011,Vlaardingen,178.0
2012,Vlaardingen,174.0
2013,Vlaardingen,170.0
2014,Vlaardingen,164.0
2015,Vlaardingen,159.0
2016,Vlaardingen,159.0
2017,Vlaardingen,163.0
2018**,Vlaardingen,169.0
2019*,Vlaardingen,183.0
2020*,Vlaardingen,202.0
1997,Vlagtwedde,60.0
1998,Vlagtwedde,61.0
1999,Vlagtwedde,62.0
2000,Vlagtwedde,63.0
2001,Vlagtwedde,93.0
2002,Vlagtwedde,94.0
2003,Vlagtwedde,95.0
2004,Vlagtwedde,96.0
2005,Vlagtwedde,152.0
2006,Vlagtwedde,153.0
2007,Vlagtwedde,169.0
2008,Vlagtwedde,180.0
2009,Vlagtwedde,190.0
2010,Vlagtwedde,195.0
2011,Vlagtwedde,189.0
2012,Vlagtwedde,188.0
2013,Vlagtwedde,179.0
2014,Vlagtwedde,171.0
2015,Vlagtwedde,165.0
2016,Vlagtwedde,166.0
2017,Vlagtwedde,170.0
2018**,Vlagtwedde,
2019*,Vlagtwedde,
2020*,Vlagtwedde,
1997,Vledder,74.0
1998,Vledder,
1999,Vledder,
2000,Vledder,
2001,Vledder,
2002,Vledder,
2003,Vledder,
2004,Vledder,
2005,Vledder,
2006,Vledder,
2007,Vledder,
2008,Vledder,
2009,Vledder,
2010,Vledder,
2011,Vledder,
2012,Vledder,
2013,Vledder,
2014,Vledder,
2015,Vledder,
2016,Vledder,
2017,Vledder,
2018**,Vledder,
2019*,Vledder,
2020*,Vledder,
1997,Vleuten-De Meern,104.0
1998,Vleuten-De Meern,105.0
1999,Vleuten-De Meern,105.0
2000,Vleuten-De Meern,106.0
2001,Vleuten-De Meern,
2002,Vleuten-De Meern,
2003,Vleuten-De Meern,
2004,Vleuten-De Meern,
2005,Vleuten-De Meern,
2006,Vleuten-De Meern,
2007,Vleuten-De Meern,
2008,Vleuten-De Meern,
2009,Vleuten-De Meern,
2010,Vleuten-De Meern,
2011,Vleuten-De Meern,
2012,Vleuten-De Meern,
2013,Vleuten-De Meern,
2014,Vleuten-De Meern,
2015,Vleuten-De Meern,
2016,Vleuten-De Meern,
2017,Vleuten-De Meern,
2018**,Vleuten-De Meern,
2019*,Vleuten-De Meern,
2020*,Vleuten-De Meern,
1997,Vlieland,88.0
1998,Vlieland,88.0
1999,Vlieland,87.0
2000,Vlieland,89.0
2001,Vlieland,147.0
2002,Vlieland,147.0
2003,Vlieland,143.0
2004,Vlieland,143.0
2005,Vlieland,213.0
2006,Vlieland,212.0
2007,Vlieland,242.0
2008,Vlieland,265.0
2009,Vlieland,280.0
2010,Vlieland,280.0
2011,Vlieland,277.0
2012,Vlieland,270.0
2013,Vlieland,250.0
2014,Vlieland,242.0
2015,Vlieland,223.0
2016,Vlieland,238.0
2017,Vlieland,260.0
2018**,Vlieland,260.0
2019*,Vlieland,268.0
2020*,Vlieland,271.0
1997,Vlissingen,71.0
1998,Vlissingen,70.0
1999,Vlissingen,70.0
2000,Vlissingen,66.0
2001,Vlissingen,92.0
2002,Vlissingen,92.0
2003,Vlissingen,87.0
2004,Vlissingen,87.0
2005,Vlissingen,136.0
2006,Vlissingen,137.0
2007,Vlissingen,155.0
2008,Vlissingen,165.0
2009,Vlissingen,169.0
2010,Vlissingen,170.0
2011,Vlissingen,166.0
2012,Vlissingen,171.0
2013,Vlissingen,164.0
2014,Vlissingen,154.0
2015,Vlissingen,148.0
2016,Vlissingen,148.0
2017,Vlissingen,151.0
2018**,Vlissingen,154.0
2019*,Vlissingen,159.0
2020*,Vlissingen,167.0
1997,Vlist,100.0
1998,Vlist,100.0
1999,Vlist,101.0
2000,Vlist,102.0
2001,Vlist,186.0
2002,Vlist,187.0
2003,Vlist,188.0
2004,Vlist,189.0
2005,Vlist,270.0
2006,Vlist,271.0
2007,Vlist,290.0
2008,Vlist,309.0
2009,Vlist,319.0
2010,Vlist,323.0
2011,Vlist,309.0
2012,Vlist,304.0
2013,Vlist,289.0
2014,Vlist,277.0
2015,Vlist,
2016,Vlist,
2017,Vlist,
2018**,Vlist,
2019*,Vlist,
2020*,Vlist,
1997,Voerendaal,80.0
1998,Voerendaal,80.0
1999,Voerendaal,79.0
2000,Voerendaal,80.0
2001,Voerendaal,154.0
2002,Voerendaal,155.0
2003,Voerendaal,154.0
2004,Voerendaal,154.0
2005,Voerendaal,210.0
2006,Voerendaal,210.0
2007,Voerendaal,224.0
2008,Voerendaal,222.0
2009,Voerendaal,228.0
2010,Voerendaal,232.0
2011,Voerendaal,226.0
2012,Voerendaal,223.0
2013,Voerendaal,218.0
2014,Voerendaal,205.0
2015,Voerendaal,202.0
2016,Voerendaal,208.0
2017,Voerendaal,210.0
2018**,Voerendaal,222.0
2019*,Voerendaal,235.0
2020*,Voerendaal,254.0
1997,Voorburg,87.0
1998,Voorburg,86.0
1999,Voorburg,87.0
2000,Voorburg,87.0
2001,Voorburg,135.0
2002,Voorburg,
2003,Voorburg,
2004,Voorburg,
2005,Voorburg,
2006,Voorburg,
2007,Voorburg,
2008,Voorburg,
2009,Voorburg,
2010,Voorburg,
2011,Voorburg,
2012,Voorburg,
2013,Voorburg,
2014,Voorburg,
2015,Voorburg,
2016,Voorburg,
2017,Voorburg,
2018**,Voorburg,
2019*,Voorburg,
2020*,Voorburg,
1997,Voorhout,114.0
1998,Voorhout,116.0
1999,Voorhout,117.0
2000,Voorhout,122.0
2001,Voorhout,178.0
2002,Voorhout,
2003,Voorhout,
2004,Voorhout,
2005,Voorhout,
2006,Voorhout,
2007,Voorhout,
2008,Voorhout,
2009,Voorhout,
2010,Voorhout,
2011,Voorhout,
2012,Voorhout,
2013,Voorhout,
2014,Voorhout,
2015,Voorhout,
2016,Voorhout,
2017,Voorhout,
2018**,Voorhout,
2019*,Voorhout,
2020*,Voorhout,
1997,Voorschoten,123.0
1998,Voorschoten,123.0
1999,Voorschoten,124.0
2000,Voorschoten,123.0
2001,Voorschoten,183.0
2002,Voorschoten,182.0
2003,Voorschoten,183.0
2004,Voorschoten,185.0
2005,Voorschoten,269.0
2006,Voorschoten,270.0
2007,Voorschoten,284.0
2008,Voorschoten,294.0
2009,Voorschoten,309.0
2010,Voorschoten,313.0
2011,Voorschoten,311.0
2012,Voorschoten,305.0
2013,Voorschoten,300.0
2014,Voorschoten,288.0
2015,Voorschoten,280.0
2016,Voorschoten,281.0
2017,Voorschoten,328.0
2018**,Voorschoten,311.0
2019*,Voorschoten,340.0
2020*,Voorschoten,370.0
1997,Voorst,92.0
1998,Voorst,94.0
1999,Voorst,94.0
2000,Voorst,95.0
2001,Voorst,180.0
2002,Voorst,179.0
2003,Voorst,181.0
2004,Voorst,181.0
2005,Voorst,268.0
2006,Voorst,267.0
2007,Voorst,284.0
2008,Voorst,302.0
2009,Voorst,309.0
2010,Voorst,312.0
2011,Voorst,299.0
2012,Voorst,287.0
2013,Voorst,278.0
2014,Voorst,264.0
2015,Voorst,247.0
2016,Voorst,254.0
2017,Voorst,261.0
2018**,Voorst,275.0
2019*,Voorst,299.0
2020*,Voorst,320.0
1997,Vorden,100.0
1998,Vorden,100.0
1999,Vorden,103.0
2000,Vorden,100.0
2001,Vorden,167.0
2002,Vorden,
2003,Vorden,
2004,Vorden,
2005,Vorden,
2006,Vorden,
2007,Vorden,
2008,Vorden,
2009,Vorden,
2010,Vorden,
2011,Vorden,
2012,Vorden,
2013,Vorden,
2014,Vorden,
2015,Vorden,
2016,Vorden,
2017,Vorden,
2018**,Vorden,
2019*,Vorden,
2020*,Vorden,
1997,Vries,102.0
1998,Vries,
1999,Vries,
2000,Vries,
2001,Vries,
2002,Vries,
2003,Vries,
2004,Vries,
2005,Vries,
2006,Vries,
2007,Vries,
2008,Vries,
2009,Vries,
2010,Vries,
2011,Vries,
2012,Vries,
2013,Vries,
2014,Vries,
2015,Vries,
2016,Vries,
2017,Vries,
2018**,Vries,
2019*,Vries,
2020*,Vries,
1997,Vriezenveen,73.0
1998,Vriezenveen,73.0
1999,Vriezenveen,74.0
2000,Vriezenveen,74.0
2001,Vriezenveen,123.0
2002,Vriezenveen,
2003,Vriezenveen,
2004,Vriezenveen,
2005,Vriezenveen,
2006,Vriezenveen,
2007,Vriezenveen,
2008,Vriezenveen,
2009,Vriezenveen,
2010,Vriezenveen,
2011,Vriezenveen,
2012,Vriezenveen,
2013,Vriezenveen,
2014,Vriezenveen,
2015,Vriezenveen,
2016,Vriezenveen,
2017,Vriezenveen,
2018**,Vriezenveen,
2019*,Vriezenveen,
2020*,Vriezenveen,
1997,Vught,118.0
1998,Vught,118.0
1999,Vught,118.0
2000,Vught,119.0
2001,Vught,190.0
2002,Vught,192.0
2003,Vught,191.0
2004,Vught,192.0
2005,Vught,300.0
2006,Vught,298.0
2007,Vught,331.0
2008,Vught,353.0
2009,Vught,365.0
2010,Vught,367.0
2011,Vught,361.0
2012,Vught,350.0
2013,Vught,339.0
2014,Vught,324.0
2015,Vught,317.0
2016,Vught,315.0
2017,Vught,327.0
2018**,Vught,345.0
2019*,Vught,369.0
2020*,Vught,394.0
1997,Waadhoeke,
1998,Waadhoeke,
1999,Waadhoeke,
2000,Waadhoeke,
2001,Waadhoeke,
2002,Waadhoeke,
2003,Waadhoeke,
2004,Waadhoeke,
2005,Waadhoeke,
2006,Waadhoeke,
2007,Waadhoeke,
2008,Waadhoeke,
2009,Waadhoeke,
2010,Waadhoeke,
2011,Waadhoeke,
2012,Waadhoeke,
2013,Waadhoeke,
2014,Waadhoeke,
2015,Waadhoeke,
2016,Waadhoeke,
2017,Waadhoeke,
2018**,Waadhoeke,154.0
2019*,Waadhoeke,163.0
2020*,Waadhoeke,173.0
1997,Waalre,130.0
1998,Waalre,131.0
1999,Waalre,130.0
2000,Waalre,130.0
2001,Waalre,209.0
2002,Waalre,209.0
2003,Waalre,210.0
2004,Waalre,211.0
2005,Waalre,304.0
2006,Waalre,304.0
2007,Waalre,330.0
2008,Waalre,353.0
2009,Waalre,368.0
2010,Waalre,366.0
2011,Waalre,348.0
2012,Waalre,338.0
2013,Waalre,323.0
2014,Waalre,301.0
2015,Waalre,291.0
2016,Waalre,298.0
2017,Waalre,305.0
2018**,Waalre,316.0
2019*,Waalre,335.0
2020*,Waalre,356.0
1997,Waalwijk,76.0
1998,Waalwijk,76.0
1999,Waalwijk,77.0
2000,Waalwijk,77.0
2001,Waalwijk,133.0
2002,Waalwijk,134.0
2003,Waalwijk,134.0
2004,Waalwijk,135.0
2005,Waalwijk,225.0
2006,Waalwijk,225.0
2007,Waalwijk,248.0
2008,Waalwijk,261.0
2009,Waalwijk,263.0
2010,Waalwijk,266.0
2011,Waalwijk,254.0
2012,Waalwijk,244.0
2013,Waalwijk,231.0
2014,Waalwijk,217.0
2015,Waalwijk,210.0
2016,Waalwijk,208.0
2017,Waalwijk,212.0
2018**,Waalwijk,222.0
2019*,Waalwijk,237.0
2020*,Waalwijk,252.0
1997,Waddinxveen,89.0
1998,Waddinxveen,89.0
1999,Waddinxveen,90.0
2000,Waddinxveen,91.0
2001,Waddinxveen,144.0
2002,Waddinxveen,144.0
2003,Waddinxveen,144.0
2004,Waddinxveen,145.0
2005,Waddinxveen,211.0
2006,Waddinxveen,212.0
2007,Waddinxveen,227.0
2008,Waddinxveen,237.0
2009,Waddinxveen,243.0
2010,Waddinxveen,241.0
2011,Waddinxveen,238.0
2012,Waddinxveen,230.0
2013,Waddinxveen,221.0
2014,Waddinxveen,206.0
2015,Waddinxveen,201.0
2016,Waddinxveen,201.0
2017,Waddinxveen,205.0
2018**,Waddinxveen,214.0
2019*,Waddinxveen,232.0
2020*,Waddinxveen,262.0
1997,Wageningen,76.0
1998,Wageningen,77.0
1999,Wageningen,76.0
2000,Wageningen,73.0
2001,Wageningen,134.0
2002,Wageningen,141.0
2003,Wageningen,142.0
2004,Wageningen,143.0
2005,Wageningen,201.0
2006,Wageningen,202.0
2007,Wageningen,228.0
2008,Wageningen,246.0
2009,Wageningen,252.0
2010,Wageningen,262.0
2011,Wageningen,261.0
2012,Wageningen,258.0
2013,Wageningen,253.0
2014,Wageningen,244.0
2015,Wageningen,237.0
2016,Wageningen,234.0
2017,Wageningen,220.0
2018**,Wageningen,231.0
2019*,Wageningen,226.0
2020*,Wageningen,240.0
1997,Warmond,121.0
1998,Warmond,121.0
1999,Warmond,121.0
2000,Warmond,121.0
2001,Warmond,218.0
2002,Warmond,
2003,Warmond,
2004,Warmond,
2005,Warmond,
2006,Warmond,
2007,Warmond,
2008,Warmond,
2009,Warmond,
2010,Warmond,
2011,Warmond,
2012,Warmond,
2013,Warmond,
2014,Warmond,
2015,Warmond,
2016,Warmond,
2017,Warmond,
2018**,Warmond,
2019*,Warmond,
2020*,Warmond,
1997,Warnsveld,104.0
1998,Warnsveld,104.0
1999,Warnsveld,104.0
2000,Warnsveld,104.0
2001,Warnsveld,148.0
2002,Warnsveld,
2003,Warnsveld,
2004,Warnsveld,
2005,Warnsveld,
2006,Warnsveld,
2007,Warnsveld,
2008,Warnsveld,
2009,Warnsveld,
2010,Warnsveld,
2011,Warnsveld,
2012,Warnsveld,
2013,Warnsveld,
2014,Warnsveld,
2015,Warnsveld,
2016,Warnsveld,
2017,Warnsveld,
2018**,Warnsveld,
2019*,Warnsveld,
2020*,Warnsveld,
1997,Wassenaar,177.0
1998,Wassenaar,177.0
1999,Wassenaar,178.0
2000,Wassenaar,179.0
2001,Wassenaar,323.0
2002,Wassenaar,322.0
2003,Wassenaar,323.0
2004,Wassenaar,323.0
2005,Wassenaar,512.0
2006,Wassenaar,503.0
2007,Wassenaar,521.0
2008,Wassenaar,552.0
2009,Wassenaar,568.0
2010,Wassenaar,562.0
2011,Wassenaar,550.0
2012,Wassenaar,536.0
2013,Wassenaar,514.0
2014,Wassenaar,482.0
2015,Wassenaar,461.0
2016,Wassenaar,476.0
2017,Wassenaar,484.0
2018**,Wassenaar,523.0
2019*,Wassenaar,570.0
2020*,Wassenaar,607.0
1997,Wateringen,95.0
1998,Wateringen,95.0
1999,Wateringen,96.0
2000,Wateringen,95.0
2001,Wateringen,144.0
2002,Wateringen,
2003,Wateringen,
2004,Wateringen,
2005,Wateringen,
2006,Wateringen,
2007,Wateringen,
2008,Wateringen,
2009,Wateringen,
2010,Wateringen,
2011,Wateringen,
2012,Wateringen,
2013,Wateringen,
2014,Wateringen,
2015,Wateringen,
2016,Wateringen,
2017,Wateringen,
2018**,Wateringen,
2019*,Wateringen,
2020*,Wateringen,
1997,Waterland,96.0
1998,Waterland,96.0
1999,Waterland,97.0
2000,Waterland,97.0
2001,Waterland,171.0
2002,Waterland,170.0
2003,Waterland,171.0
2004,Waterland,172.0
2005,Waterland,249.0
2006,Waterland,253.0
2007,Waterland,283.0
2008,Waterland,306.0
2009,Waterland,316.0
2010,Waterland,315.0
2011,Waterland,304.0
2012,Waterland,300.0
2013,Waterland,286.0
2014,Waterland,268.0
2015,Waterland,260.0
2016,Waterland,267.0
2017,Waterland,283.0
2018**,Waterland,302.0
2019*,Waterland,334.0
2020*,Waterland,359.0
1997,Weerselo,89.0
1998,Weerselo,89.0
1999,Weerselo,90.0
2000,Weerselo,90.0
2001,Weerselo,
2002,Weerselo,
2003,Weerselo,
2004,Weerselo,
2005,Weerselo,
2006,Weerselo,
2007,Weerselo,
2008,Weerselo,
2009,Weerselo,
2010,Weerselo,
2011,Weerselo,
2012,Weerselo,
2013,Weerselo,
2014,Weerselo,
2015,Weerselo,
2016,Weerselo,
2017,Weerselo,
2018**,Weerselo,
2019*,Weerselo,
2020*,Weerselo,
1997,Weert,87.0
1998,Weert,88.0
1999,Weert,89.0
2000,Weert,89.0
2001,Weert,147.0
2002,Weert,148.0
2003,Weert,149.0
2004,Weert,150.0
2005,Weert,209.0
2006,Weert,210.0
2007,Weert,223.0
2008,Weert,241.0
2009,Weert,245.0
2010,Weert,248.0
2011,Weert,241.0
2012,Weert,237.0
2013,Weert,227.0
2014,Weert,211.0
2015,Weert,205.0
2016,Weert,203.0
2017,Weert,206.0
2018**,Weert,219.0
2019*,Weert,235.0
2020*,Weert,249.0
1997,Weesp,79.0
1998,Weesp,81.0
1999,Weesp,82.0
2000,Weesp,83.0
2001,Weesp,131.0
2002,Weesp,132.0
2003,Weesp,132.0
2004,Weesp,132.0
2005,Weesp,206.0
2006,Weesp,206.0
2007,Weesp,219.0
2008,Weesp,237.0
2009,Weesp,246.0
2010,Weesp,254.0
2011,Weesp,250.0
2012,Weesp,242.0
2013,Weesp,233.0
2014,Weesp,224.0
2015,Weesp,221.0
2016,Weesp,221.0
2017,Weesp,228.0
2018**,Weesp,253.0
2019*,Weesp,288.0
2020*,Weesp,351.0
